"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6350","Verify that complete checkout process works with generated user data","firefox-desktop","Fri Jan 23 13:13:01 UTC 2026","passed","Fri Jan 23 13:13:07 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","6612","Verify that user can add multiple products to cart and remove one","firefox-mobile","Fri Jan 23 13:13:14 UTC 2026","passed","Fri Jan 23 13:13:21 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","3219","Verify that user can add multiple products to cart and remove one","webkit-tablet","Fri Jan 23 13:13:39 UTC 2026","passed","Fri Jan 23 13:13:42 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","4776","Verify that user can successfully login and logout","webkit-tablet","Fri Jan 23 13:13:39 UTC 2026","passed","Fri Jan 23 13:13:44 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","7465","Verify that complete checkout process works with generated user data","firefox-mobile","Fri Jan 23 13:13:07 UTC 2026","passed","Fri Jan 23 13:13:14 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","6142","Verify that user can successfully login and logout","firefox-tablet","Fri Jan 23 13:13:19 UTC 2026","passed","Fri Jan 23 13:13:25 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","10045","Verify that user can successfully login and logout","webkit-desktop","Fri Jan 23 13:13:26 UTC 2026","passed","Fri Jan 23 13:13:36 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","3473","Verify that complete checkout process works with generated user data","chromium-tablet","Fri Jan 23 13:13:01 UTC 2026","passed","Fri Jan 23 13:13:04 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","4441","Verify that user can successfully login and logout","webkit-mobile","Fri Jan 23 13:13:32 UTC 2026","passed","Fri Jan 23 13:13:36 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","5609","Verify that complete checkout process works with generated user data","webkit-mobile","Fri Jan 23 13:13:31 UTC 2026","passed","Fri Jan 23 13:13:37 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
