"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","","31","0","","0"
"0","","0","Goods cases functionality","4","0","","0"
"0","","0","Login negative cases functionality","6","0","","0"
"0","","0","Cart functionality","1","0","","0"
"0","","0","Login functionality","1","0","","0"
