"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4577","Verify that user can successfully login and logout","webkit-mobile","Tue Apr 14 14:01:20 UTC 2026","passed","Tue Apr 14 14:01:25 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","3270","Verify that user can add multiple products to cart and remove one","chromium-desktop","Tue Apr 14 14:00:43 UTC 2026","passed","Tue Apr 14 14:00:47 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","8515","Verify that complete checkout process works with generated user data","firefox-desktop","Tue Apr 14 14:00:49 UTC 2026","passed","Tue Apr 14 14:00:58 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","674","authenticate","web-setup","Tue Apr 14 14:00:40 UTC 2026","passed","Tue Apr 14 14:00:41 UTC 2026","","main/web/setup/globalSetup.ts","",""
"","7954","Verify that user can add multiple products to cart and remove one","webkit-desktop","Tue Apr 14 14:01:18 UTC 2026","passed","Tue Apr 14 14:01:26 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","6814","Verify that user can add multiple products to cart and remove one","firefox-tablet","Tue Apr 14 14:01:08 UTC 2026","passed","Tue Apr 14 14:01:15 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","3894","Verify that complete checkout process works with generated user data","chromium-tablet","Tue Apr 14 14:00:49 UTC 2026","passed","Tue Apr 14 14:00:52 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","4618","Verify that user can add multiple products to cart and remove one","webkit-mobile","Tue Apr 14 14:01:27 UTC 2026","passed","Tue Apr 14 14:01:32 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","2514","Verify that user can add multiple products to cart and remove one","chromium-mobile","Tue Apr 14 14:00:48 UTC 2026","passed","Tue Apr 14 14:00:51 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","5426","Verify that complete checkout process works with generated user data","webkit-tablet","Tue Apr 14 14:01:27 UTC 2026","passed","Tue Apr 14 14:01:33 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","8491","Verify that complete checkout process works with generated user data","firefox-mobile","Tue Apr 14 14:00:54 UTC 2026","passed","Tue Apr 14 14:01:03 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","4623","Verify that user can add multiple products to cart and remove one","webkit-tablet","Tue Apr 14 14:01:28 UTC 2026","passed","Tue Apr 14 14:01:33 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","4370","Verify that user can successfully login and logout","webkit-tablet","Tue Apr 14 14:01:28 UTC 2026","passed","Tue Apr 14 14:01:32 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","6877","Verify that complete checkout process works with generated user data","webkit-mobile","Tue Apr 14 14:01:19 UTC 2026","passed","Tue Apr 14 14:01:26 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","6563","Verify that user can successfully login and logout","webkit-desktop","Tue Apr 14 14:01:19 UTC 2026","passed","Tue Apr 14 14:01:25 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","8835","Verify that user can add multiple products to cart and remove one","firefox-desktop","Tue Apr 14 14:00:54 UTC 2026","passed","Tue Apr 14 14:01:03 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","2972","Verify that user can successfully login and logout","chromium-desktop","Tue Apr 14 14:00:43 UTC 2026","passed","Tue Apr 14 14:00:46 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","3647","Verify that complete checkout process works with generated user data","chromium-mobile","Tue Apr 14 14:00:43 UTC 2026","passed","Tue Apr 14 14:00:46 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","3493","Verify that complete checkout process works with generated user data","chromium-desktop","Tue Apr 14 14:00:44 UTC 2026","passed","Tue Apr 14 14:00:47 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","7345","Verify that complete checkout process works with generated user data","firefox-tablet","Tue Apr 14 14:01:05 UTC 2026","passed","Tue Apr 14 14:01:13 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","6636","Verify that user can successfully login and logout","firefox-desktop","Tue Apr 14 14:00:53 UTC 2026","passed","Tue Apr 14 14:01:00 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","3030","Verify that user can add multiple products to cart and remove one","chromium-tablet","Tue Apr 14 14:00:49 UTC 2026","passed","Tue Apr 14 14:00:52 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","6762","Verify that user can add multiple products to cart and remove one","firefox-mobile","Tue Apr 14 14:01:05 UTC 2026","passed","Tue Apr 14 14:01:11 UTC 2026","Shopping cart functionality","tests/web/shopping.test.ts","",""
"","6898","Verify that user can successfully login and logout","firefox-tablet","Tue Apr 14 14:01:08 UTC 2026","passed","Tue Apr 14 14:01:15 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","7524","Verify that user can successfully login and logout","firefox-mobile","Tue Apr 14 14:00:55 UTC 2026","passed","Tue Apr 14 14:01:03 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","2860","Verify that user can successfully login and logout","chromium-mobile","Tue Apr 14 14:00:43 UTC 2026","passed","Tue Apr 14 14:00:46 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
"","14957","Verify that complete checkout process works with generated user data","webkit-desktop","Tue Apr 14 14:01:08 UTC 2026","passed","Tue Apr 14 14:01:23 UTC 2026","Checkout functionality","tests/web/checkout.test.ts","",""
"","2954","Verify that user can successfully login and logout","chromium-tablet","Tue Apr 14 14:00:49 UTC 2026","passed","Tue Apr 14 14:00:52 UTC 2026","Login and logout functionality","tests/web/login.test.ts","",""
